nit,razon_social,supervisor,region,departamento_domicilio,ciudad_domicilio,ciiu,macrosector,ingresos_operacionales,ganancia_perdida,total_activos,total_pasivos,total_patrimonio,ano_de_corte,total_impuestos
800022450,CENTRAL DE HIERROS LTDA,SUPERSOCIEDADES,Costa Atlántica,ATLANTICO,BARRANQUILLA-ATLANTICO,4663,COMERCIO,0.16,0.01,0.13,0.07,0.06,2022,23391888.622931004
800022558,BATERIAS WILLARD S.A,SUPERSOCIEDADES,Costa Atlántica,ATLANTICO,BARRANQUILLA-ATLANTICO,2720,MANUFACTURA,0.36,0.02,0.28,0.15,0.13,2022,23391888.622931004
800022862,FRUTAS DE EXPORTACION SAS FRUTEX SAS,SUPERSOCIEDADES,Antioquia,ANTIOQUIA,ITAGUI-ANTIOQUIA,4631,COMERCIO,0.06,0,0,0,0,2022,12390714.682238001
800023162,CONIX SAS,SUPERSOCIEDADES,Antioquia,ANTIOQUIA,MEDELLIN-ANTIOQUIA,7730,SERVICIOS,0.07,0,0.22,0.16,0.06,2022,12390714.682238001
800023543,ACEITAR SAS,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,4530,COMERCIO,0.02,0,0.01,0,0,2022,42415171.254237995
800023551,C.I. FORTIA MINERALS S.A.S.,SUPERSOCIEDADES,Costa Atlántica,ATLANTICO,PUERTO COLOMBIA-ATLANTICO,4661,COMERCIO,0.43,-0,0.15,0.13,0.02,2022,23391888.622931004
800023622,FLORES SILVESTRES S.A.,SUPERSOCIEDADES,Antioquia,ANTIOQUIA,MEDELLIN-ANTIOQUIA,125,AGROPECUARIO,0.07,0,0.09,0.04,0.05,2022,12390714.682238001
800023646,SEGURIDAD COSMOS LTDA,SUPERVIGILANCIA,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,8010,SERVICIOS,0.02,0,0.01,0,0,2022,42415171.254237995
800024075,COLTRANS S A S,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,5229,SERVICIOS,0.07,0.02,0.05,0.03,0.02,2022,42415171.254237995
800024095,MANITOBA SAS,SUPERSOCIEDADES,Costa Pacífica,VALLE,YUMBO-VALLE,1089,MANUFACTURA,0.16,0,0.08,0.06,0.02,2022,25103649.530394
800024151,YAMIL SABBAGH CONSTRUCCIONES SAS,SUPERSOCIEDADES,Costa Atlántica,ATLANTICO,BARRANQUILLA-ATLANTICO,4290,CONSTRUCCIÓN,0.07,0,0.06,0.03,0.02,2022,23391888.622931004
800024265,EDITORIAL SANTILLANA SAS,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,5811,SERVICIOS,0.07,0.01,0.07,0.04,0.03,2022,42415171.254237995
800024390,DIME CLINICA NEUROCARDIOVASCULAR S.A,SUPERSALUD,Costa Pacífica,VALLE,CALI-VALLE,8610,SERVICIOS,0.07,0,0.05,0.04,0.02,2022,25103649.530394003
800024524,SYPELC SAS SUMINISTROS Y PROYECTOS ELECTRICOS SAS,SUPERSOCIEDADES,Costa Pacífica,VALLE,CALI-VALLE,4321,CONSTRUCCIÓN,0.02,0,0.01,0,0.01,2022,25103649.530394
800024711,COMERCIALIZADRA QUANTTO SA,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,4641,COMERCIO,0.1,0.01,0.06,0.03,0.03,2022,42415171.254237995
800024834,CLINICA DE OTORRINOLARINGOLOGIA DE ANTIOQUIA S.A-ORLANT S.A,SUPERSALUD,Antioquia,ANTIOQUIA,MEDELLIN-ANTIOQUIA,8621,SERVICIOS,0.05,0,0.02,0.01,0.01,2022,12390714.682238001
800024861,GEOCOSTA LTDA,SUPERSOCIEDADES,Costa Atlántica,ATLANTICO,BARRANQUILLA-ATLANTICO,4661,COMERCIO,0.05,0,0.05,0.01,0.04,2022,23391888.622931
800024970,INGELECTRICA SA,SUPERSOCIEDADES,Antioquia,ANTIOQUIA,MEDELLIN-ANTIOQUIA,4321,CONSTRUCCIÓN,0.08,0,0.05,0.03,0.02,2022,12390714.682238001
800025379,LADRILLERA LA CLAY S.A.S,SUPERSOCIEDADES,Costa Atlántica,BOLIVAR,CARTAGENA-BOLIVAR,2392,MANUFACTURA,0.04,0,0.03,0.01,0.02,2022,23391888.622931
800025755,IPS CLINICA SAN IGNACIO LTDA,SUPERSALUD,Costa Atlántica,ATLANTICO,BARRANQUILLA-ATLANTICO,8610,SERVICIOS,0.03,0,0.01,0.01,0,2022,23391888.622931
800026030,ALFAQUIMICOS S.A.S,SUPERSOCIEDADES,Antioquia,ANTIOQUIA,MEDELLIN-ANTIOQUIA,4664,COMERCIO,0.04,0,0.01,0,0.01,2022,12390714.682238001
800026042,DISTRIBUIDORA Y PROMOTORA GENERAL SAS,SUPERSOCIEDADES,Antioquia,ANTIOQUIA,MEDELLIN-ANTIOQUIA,4645,COMERCIO,0.02,0,0.01,0.01,0,2022,12390714.682238001
800026092,HB FULLER COLOMBIA SAS,SUPERSOCIEDADES,Antioquia,ANTIOQUIA,RIONEGRO-ANTIOQUIA,2029,MANUFACTURA,0.21,0.03,0.18,0.05,0.13,2022,12390714.682238001
800026124,TRANSFORMADORES CDM LTDA,SUPERSOCIEDADES,Centro - Oriente,NORTE DE SANTANDER,CUCUTA-NORTE DE SANTANDER,2711,MANUFACTURA,0.03,0,0.02,0.01,0.01,2022,1985692.427684
800026212,RICOH COLOMBIA S.A.,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,4659,COMERCIO,0.08,0,0.06,0.01,0.05,2022,42415171.254237995
800026339,PRONAL LTDA,SUPERSOCIEDADES,Costa Atlántica,SAN ANDRES Y PROVIDENCIA,SAN ANDRES-SAN ANDRES Y PROVIDENCIA,4632,COMERCIO,0.03,0,0.01,0,0.01,2022,23391888.622931007
800026404,SALIA SAS,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,6810,SERVICIOS,0.09,-0,0.04,0.01,0.03,2022,42415171.254237995
800026483,INVERSIONES FASULAC LTDA,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,1040,MANUFACTURA,0.02,0,0.01,0.01,0.01,2022,42415171.254237995
800026845,OCATI SA,SUPERSOCIEDADES,Bogotá - Cundinamarca,CUNDINAMARCA,CHIA-CUNDINAMARCA,4631,COMERCIO,0.09,0,0.04,0.02,0.02,2022,42415171.254237995
800027291,ORGANIZACION EMPRESARIAL NRC S.A.,SUPERSOCIEDADES,Costa Pacífica,VALLE,CANDELARIA-VALLE,5619,SERVICIOS,0.07,0,0.03,0.02,0.02,2022,25103649.530394003
800027374,C.I. TECNOLOGIA ALIMENTARIA S.A.S,SUPERSOCIEDADES,Antioquia,ANTIOQUIA,ITAGUI-ANTIOQUIA,4774,COMERCIO,0.11,0.01,0.1,0.06,0.05,2022,12390714.682238001
800027501,FLORES DE PUEBLO VIEJO  SAS,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,125,AGROPECUARIO,0.02,0,0.01,0,0.01,2022,42415171.254237995
800027543,UNIFLOR SOCIEDAD POR ACCIONES SIMPLIFICADA,SUPERSOCIEDADES,Antioquia,ANTIOQUIA,RIONEGRO-ANTIOQUIA,125,AGROPECUARIO,0.03,0,0.04,0.02,0.03,2022,12390714.682238001
800027617,MENSULA SA,SUPERSOCIEDADES,Antioquia,ANTIOQUIA,MEDELLIN-ANTIOQUIA,4111,CONSTRUCCIÓN,0.13,0,0.12,0.11,0.01,2022,12390714.682238001
800027656,TEXTILES ACRILAN SAS,SUPERSOCIEDADES,Costa Pacífica,VALLE,CALI-VALLE,1410,MANUFACTURA,0.06,0,0.04,0.03,0,2022,25103649.530394003
800027765,PARTES Y COMPLEMENTOS PLASTICOS SAS,SUPERSOCIEDADES,Eje Cafetero,RISARALDA,PEREIRA-RISARALDA,2229,MANUFACTURA,0.07,0.01,0.07,0.03,0.04,2022,3307741.356668
800027787,COOPERTIVA DE VIGILANCIA DE POLICIAS RETIRADOS  COOVIPORE  CTA,SUPERVIGILANCIA,Otros,HUILA,NEIVA-HUILA,8010,SERVICIOS,0.02,0,0,0,0,2022,3869748.2255610004
800027813,INGEOMEGA S.A.S,SUPERSOCIEDADES,Antioquia,ANTIOQUIA,ITAGUI-ANTIOQUIA,4321,CONSTRUCCIÓN,0.31,0.02,0.12,0.06,0.06,2022,12390714.682238001
800027867,INDUSTRIAS BASICAS DE CALDAS S.A. I.B.C.,SUPERSOCIEDADES,Eje Cafetero,CALDAS,MANIZALES-CALDAS,2011,MANUFACTURA,0.07,0.03,0.09,0.02,0.07,2022,3307741.356668
800027927,LINEADATASCAN SA,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,4741,COMERCIO,0.1,0.01,0.04,0.03,0.01,2022,42415171.254237995
800028326,NOVASOFT SAS,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,6201,SERVICIOS,0.02,0,0.01,0.01,0.01,2022,42415171.254237995
800028446,MANUFACTURAS SUMAPAZ SA,SUPERSOCIEDADES,Bogotá - Cundinamarca,CUNDINAMARCA,TENJO -CUNDINAMARCA,3110,MANUFACTURA,0.03,0,0.02,0,0.01,2022,42415171.254237995
800028532,BARVAL COLOMBIA S.A.,SUPERSOCIEDADES,Bogotá - Cundinamarca,CUNDINAMARCA,CAJICA-CUNDINAMARCA,1709,MANUFACTURA,0.02,0,0.02,0.02,0,2022,42415171.254237995
800028582,COOPERATIVA COLOMBIANA DE VIGILANCIA ESPECIALIZADA COOVISER C.T.A,SUPERVIGILANCIA,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,8010,SERVICIOS,0.05,-0,0.01,0.01,0.01,2022,42415171.254237995
800029156,PALMIRA SA,SUPERSOCIEDADES,Costa Pacífica,VALLE,YUMBO-VALLE,4921,SERVICIOS,0.03,0,0.02,0.02,0.01,2022,25103649.530394
800029286,ELINTEX SAS,SUPERSOCIEDADES,Antioquia,ANTIOQUIA,ITAGUI-ANTIOQUIA,1311,MANUFACTURA,0.02,0,0.01,0,0.01,2022,12390714.682238001
800029447,GE ENERGY COLOMBIA S.A.,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,3312,MANUFACTURA,0.11,-0.01,0.16,0.16,0,2022,42415171.254237995
800029569,AUTOSUPERIOR S.A.S,SUPERSOCIEDADES,Costa Pacífica,VALLE,YUMBO-VALLE,4511,COMERCIO,0.13,0,0.05,0.03,0.01,2022,25103649.530394
800029899,INGENIERIA Y VIAS SAS BIC,SUPERSOCIEDADES,Antioquia,ANTIOQUIA,MEDELLIN-ANTIOQUIA,4210,CONSTRUCCIÓN,0.18,0.01,0.2,0.14,0.06,2022,12390714.682238001
800030377,COMPAÑIA NACIONAL DE SOLDADURAS SAS,SUPERSOCIEDADES,Antioquia,ANTIOQUIA,ITAGUI-ANTIOQUIA,2432,MANUFACTURA,0.02,0,0.02,0.01,0,2022,12390714.682238001
800030412,AKITA MOTOS S.A.,SUPERSOCIEDADES,Antioquia,ANTIOQUIA,MEDELLIN-ANTIOQUIA,4541,COMERCIO,0.05,-0,0.06,0.06,0,2022,12390714.682238001
800030893,MOJICA CONSTRUCTORA S.A.,SUPERSOCIEDADES,Bogotá - Cundinamarca,CUNDINAMARCA,CHIA-CUNDINAMARCA,4111,CONSTRUCCIÓN,0.02,0,0.11,0.1,0.01,2022,42415171.254237995
800030924,HOSPITAL LA BUENA ESPERANZA ESE,SUPERSALUD,Costa Pacífica,VALLE,YUMBO-VALLE,8610,SERVICIOS,0.02,0,0.02,0,0.02,2022,25103649.530394
800031119,PEGANTES URANO SAS,SUPERSOCIEDADES,Bogotá - Cundinamarca,CUNDINAMARCA,MOSQUERA -CUNDINAMARCA,2219,MANUFACTURA,0.02,0,0.01,0.01,0.01,2022,42415171.254237995
800031358,ESTRATEGIAS SAS,SUPERSOCIEDADES,Costa Atlántica,ATLANTICO,BARRANQUILLA-ATLANTICO,4719,COMERCIO,0.03,0,0.01,0.01,0,2022,23391888.622931004
800031797,BLASTINGMAR S.A.S,SUPERSOCIEDADES,Costa Atlántica,ATLANTICO,PUERTO COLOMBIA-ATLANTICO,4390,CONSTRUCCIÓN,0.04,0,0.03,0.04,-0.01,2022,23391888.622931004
800031865,PROSEGUIR S.A.S,SUPERSOCIEDADES,Eje Cafetero,CALDAS,MANIZALES-CALDAS,9499,SERVICIOS,0.02,0.01,0.08,0.01,0.07,2022,3307741.356668
800031939,HOSA S.A. EN REORGANIZACION EMPRESARIAL,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,125,AGROPECUARIO,0.1,0.01,0.18,0.14,0.03,2022,42415171.254237995
800032071,EMBOTELLADORA CAPRI LTDA EN REORGANIZACION,SUPERSOCIEDADES,Bogotá - Cundinamarca,CUNDINAMARCA,CHIA-CUNDINAMARCA,1104,MANUFACTURA,0.06,-0,0.03,0.02,0.02,2022,42415171.254237995
800032552,COMERCIAL TIR S.A.S,SUPERSOCIEDADES,Costa Atlántica,CORDOBA,MONTERIA-CORDOBA,4752,COMERCIO,0.02,0,0.01,0,0.01,2022,23391888.622931004
800032769,GAMACOLOR EDITORIAL SAS,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,1811,MANUFACTURA,0.02,0,0.01,0,0.01,2022,42415171.254237995
800032970,LEMCO SAS,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,6494,SERVICIOS,0.05,0.03,0.65,0.12,0.53,2022,42415171.254237995
800032979,WIDEX COLOMBIA S.A.S.,SUPERSALUD,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,4645,COMERCIO,0.03,0,0.01,0.01,0,2022,42415171.254237995
800033159,DURMAN COLOMBIA SAS,SUPERSOCIEDADES,Bogotá - Cundinamarca,CUNDINAMARCA,MADRID-CUNDINAMARCA,2229,MANUFACTURA,0.23,-0.02,0.19,0.1,0.09,2022,42415171.254237995
800033723,SERVICIOS MEDICOS OLIMPUS I.P.S. SOCIEDAD POR ACCIONES SIMPLIFICADA,SUPERSALUD,Costa Atlántica,ATLANTICO,BARRANQUILLA-ATLANTICO,8691,SERVICIOS,0.03,0,0.06,0.05,0.01,2022,23391888.622931004
800034614,SURTICAMPO SAS,SUPERSOCIEDADES,Costa Pacífica,VALLE,CALI-VALLE,4759,COMERCIO,0.04,0,0.02,0.01,0.01,2022,25103649.530394
800034825,COMERCIALIZADORA INTERNACIONAL ANTILLANA S.A,SUPERSOCIEDADES,Costa Atlántica,BOLIVAR,CARTAGENA-BOLIVAR,311,AGROPECUARIO,0.19,0,0.1,0.07,0.03,2022,23391888.622931004
800035120,AGROINDUSTRIAL SAN JOSE SA,SUPERSOCIEDADES,Eje Cafetero,CALDAS,MANIZALES-CALDAS,145,AGROPECUARIO,0.1,0,0.04,0.02,0.02,2022,3307741.356668
800035156,DIVISA S.A.S,SUPERSOCIEDADES,Antioquia,ANTIOQUIA,MEDELLIN-ANTIOQUIA,6493,SERVICIOS,0.02,0,0.21,0.19,0.02,2022,12390714.682238001
800035290,EUROCERAMICA SAS,SUPERSOCIEDADES,Antioquia,ANTIOQUIA,MEDELLIN-ANTIOQUIA,4663,COMERCIO,0.27,0.05,0.25,0.1,0.14,2022,12390714.682238001
800035583,SB TALEE DE COLOMBIA SAS,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,130,AGROPECUARIO,0.02,0,0.02,0.01,0,2022,42415171.254237995
800035606,CAMPESA SA,SUPERSOCIEDADES,Centro - Oriente,SANTANDER,BUCARAMANGA-SANTANDER,4511,COMERCIO,0.14,0,0.07,0.06,0.02,2022,1985692.4276840002
800035776,NEXSYS DE COLOMBIA SAS,SUPERSOCIEDADES,Bogotá - Cundinamarca,CUNDINAMARCA,COTA -CUNDINAMARCA,4651,COMERCIO,1.7,0,1.08,0.91,0.17,2022,42415171.254237995
800036647,HARINERA DEL CENTRO SAS,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,1051,MANUFACTURA,0.02,0,0.03,0.02,0.01,2022,42415171.254237995
800036678,DIDACTICOS Y LIBROS DIDACLIBROS LTDA,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,4659,COMERCIO,0.02,0,0.01,0,0.01,2022,42415171.254237995
800037021,HOSPITAL DEPARTAMENTAL DE GRANADA - EMPRESA SOCIAL DEL META,SUPERSALUD,Otros,META,GRANADA-META,8610,SERVICIOS,0.08,-0,0.08,0.03,0.06,2022,3869748.2255610004
800037129,UNO A ASEO INTEGRADO.S.A,SUPERSOCIEDADES,Antioquia,ANTIOQUIA,MEDELLIN-ANTIOQUIA,7830,SERVICIOS,0.05,0,0.01,0.01,0,2022,12390714.682238001
800037199,PROMOTORA APOTEMA SAS,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,4111,CONSTRUCCIÓN,0.02,-0,0.08,0.07,0.01,2022,42415171.254237995
800037835,COMERCIALIZADORA LA BONANZA SAS,SUPERSOCIEDADES,Eje Cafetero,RISARALDA,DOSQUEBRADAS-RISARALDA,4711,COMERCIO,0.16,0.01,0.03,0.01,0.02,2022,3307741.356668
800038024,UNIDAD CLINICA LA MAGDALENA SAS,SUPERSALUD,Centro - Oriente,SANTANDER,BARRANCABERMEJA-SANTANDER,8610,SERVICIOS,0.04,0,0.05,0.02,0.03,2022,1985692.4276840002
800038163,SILVER SAS,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,2630,MANUFACTURA,0.04,0,0.02,0.02,0,2022,42415171.254237995
800038389,CURIVILCO DEL ORIENTE SAS,SUPERSOCIEDADES,Centro - Oriente,SANTANDER,FLORIDABLANCA-SANTANDER,4669,COMERCIO,0.02,0,0.02,0.01,0,2022,1985692.4276839998
800038391,HOLDING MINERO SAS EN REORGANIZACION,SUPERSOCIEDADES,Costa Atlántica,ATLANTICO,BARRANQUILLA-ATLANTICO,510,MINERO,0.02,-0.01,0.34,0.3,0.04,2022,23391888.622931
800039290,PROLACTEOS JR SAS,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,1033,MANUFACTURA,0.03,0,0.01,0.01,0,2022,42415171.254237995
800039439,DEMCAUTOS S.A.,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,4511,COMERCIO,0.08,0,0.06,0.04,0.02,2022,42415171.254237995
800039663,DONUTS DE ANTIOQUIA SAS,SUPERSOCIEDADES,Antioquia,ANTIOQUIA,MEDELLIN-ANTIOQUIA,1081,MANUFACTURA,0.02,0,0.01,0,0,2022,12390714.682238001
800039813,ACME LEON PLASTICOS SAS,SUPERSOCIEDADES,Bogotá - Cundinamarca,CUNDINAMARCA,FUNZA -CUNDINAMARCA,2229,MANUFACTURA,0.04,0,0.01,0.01,0.01,2022,42415171.254237995
800039849,CI FLORES CARMEL SAS,SUPERSOCIEDADES,Antioquia,ANTIOQUIA,RIONEGRO-ANTIOQUIA,125,AGROPECUARIO,0.02,0,0.06,0.02,0.04,2022,12390714.682238001
800039986,HIGUERA ESCALANTE & CIA LTDA,SUPERSALUD,Centro - Oriente,SANTANDER,BUCARAMANGA-SANTANDER,8691,SERVICIOS,0.08,0.01,0.09,0.03,0.06,2022,1985692.427684
800039996,KUEHNE+ NAGEL S.A.S,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,5229,SERVICIOS,1.79,0.04,0.38,0.28,0.1,2022,42415171.254237995
800040014,PAVIMENTAR SA,SUPERSOCIEDADES,Antioquia,ANTIOQUIA,MEDELLIN-ANTIOQUIA,4210,CONSTRUCCIÓN,0.13,0,0.16,0.12,0.04,2022,12390714.682238001
800040422,SOCIEDAD EDUCAIONAL SAINT  ANDREWS SAS,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,8530,SERVICIOS,0.04,0.01,0.05,0.02,0.03,2022,42415171.254237995
800040880,DISTRIBUIDORA PENGUIN RANDOM HOUSE SAS,SUPERSOCIEDADES,Bogotá - Cundinamarca,CUNDINAMARCA,COTA -CUNDINAMARCA,4761,COMERCIO,0.08,0,0.04,0.02,0.02,2022,42415171.254237995
800041007,PROMIVI S.A,SUPERSOCIEDADES,Bogotá - Cundinamarca,CUNDINAMARCA,MOSQUERA -CUNDINAMARCA,1090,MANUFACTURA,0.12,0,0.1,0.05,0.05,2022,42415171.254237995
800041607,JARRIS S.A.S,SUPERSOCIEDADES,Centro - Oriente,SANTANDER,BUCARAMANGA-SANTANDER,5612,SERVICIOS,0.02,0,0.01,0,0,2022,1985692.4276840002
800041642,PALMAS OLEAGINOSAS DE SANTANDER SAS,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,126,AGROPECUARIO,0.06,0.02,0.05,0.01,0.04,2022,42415171.254237995
800041723,AMCOR RIGID PACKAGING DE COLOMBIA S.A.S.,SUPERSOCIEDADES,Bogotá - Cundinamarca,CUNDINAMARCA,FUNZA -CUNDINAMARCA,2229,MANUFACTURA,0.26,0,0.28,0.22,0.06,2022,42415171.254237995
800041731,FERRETERIA TORNILLOS Y ABRASIVOS SAS,SUPERSOCIEDADES,Antioquia,ANTIOQUIA,SABANETA -ANTIOQUIA,4752,COMERCIO,0.02,0,0.01,0,0.01,2022,12390714.682238001
800041787,LHAURA VET SA,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,3290,MANUFACTURA,0.05,0.01,0.06,0.02,0.04,2022,42415171.254237995
800041829,YOKOMOTOR S.A,SUPERSOCIEDADES,Antioquia,ANTIOQUIA,MEDELLIN-ANTIOQUIA,4511,COMERCIO,0.84,0.03,0.26,0.16,0.1,2022,12390714.682238001
800042119,VICPAR S A,SUPERSOCIEDADES,Bogotá - Cundinamarca,CUNDINAMARCA,CHIA-CUNDINAMARCA,4290,CONSTRUCCIÓN,0.04,0,0.04,0.01,0.03,2022,42415171.254237995
800042169,MEMPHIS PRODUCTS S.A. EN REORGANIZACION,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,4645,COMERCIO,0.05,0,0.06,0.05,0,2022,42415171.254237995
800042175,PRODUCTOS QUIMICOS ANDINOS SAS,SUPERSOCIEDADES,Bogotá - Cundinamarca,CUNDINAMARCA,COTA -CUNDINAMARCA,2229,MANUFACTURA,0.23,0.01,0.22,0.16,0.06,2022,42415171.254237995
800042276,GENDARMES DE SEGURIDAD LTDA,SUPERVIGILANCIA,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,8010,SERVICIOS,0.02,0,0.01,0,0,2022,42415171.254237995
800042471,ARUS S.A.,SUPERSOCIEDADES,Antioquia,ANTIOQUIA,ITAGUI-ANTIOQUIA,4651,COMERCIO,0.2,0,0.12,0.09,0.03,2022,12390714.682238001
800042532,JULANTAR SAS,SUPERSOCIEDADES,Antioquia,ANTIOQUIA,MEDELLIN-ANTIOQUIA,6613,SERVICIOS,0.02,0.02,0.03,0,0.03,2022,12390714.682238001
800042641,SURTIMINAS SAS,SUPERSOCIEDADES,Antioquia,ANTIOQUIA,SABANETA -ANTIOQUIA,4659,COMERCIO,0.04,0.01,0.06,0.03,0.03,2022,12390714.682238001
800042671,HORTITEC COLOMBIA SAS,SUPERSOCIEDADES,Bogotá - Cundinamarca,CUNDINAMARCA,COTA -CUNDINAMARCA,4664,COMERCIO,0.02,0,0.01,0,0,2022,42415171.254237995
800042867,METALTECO SAS,SUPERSOCIEDADES,Centro - Oriente,SANTANDER,GIRON-SANTANDER,2819,MANUFACTURA,0.06,0.01,0.09,0.04,0.05,2022,1985692.4276839998
800042928,PROASISTEMAS S.A.,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,6202,SERVICIOS,0.02,0,0.02,0.01,0.01,2022,42415171.254237995
800042972,INGENIERIA SUMINISTROS Y REPRESENTACIONES DE COLOMBIA SAS,SUPERSOCIEDADES,Centro - Oriente,SANTANDER,BUCARAMANGA-SANTANDER,4610,COMERCIO,0.04,0.01,0.06,0.02,0.04,2022,1985692.427684
800043202,DEL LLANO S.A,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,1032,MANUFACTURA,0.02,0,0.01,0,0.01,2022,42415171.254237995
800043278,COLOMBIANA DE PRODUCTOS DEL AGRO COLPAGRO SA,SUPERSOCIEDADES,Antioquia,ANTIOQUIA,SABANETA -ANTIOQUIA,1011,MANUFACTURA,0.03,0,0.01,0.01,0.01,2022,12390714.682238001
800043769,SERVICIOS DE DRAGADOS Y CONSTRUCCIONES SAS,SUPERSOCIEDADES,Costa Atlántica,ATLANTICO,BARRANQUILLA-ATLANTICO,4290,CONSTRUCCIÓN,0.02,0,0.03,0.01,0.02,2022,23391888.622931
800043907,PLASTICOS SALFER SAS,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,4664,COMERCIO,0.1,0,0.03,0.02,0.01,2022,42415171.254237995
800043910,DISTRIBUIDORA TROPICAL DE BOLIVAR S.A.,SUPERSOCIEDADES,Costa Atlántica,BOLIVAR,CARTAGENA-BOLIVAR,4631,COMERCIO,0.06,0,0.06,0.02,0.04,2022,23391888.622931004
800043977,COZADEL SAS,SUPERSOCIEDADES,Costa Atlántica,ATLANTICO,BARRANQUILLA-ATLANTICO,4290,CONSTRUCCIÓN,0.02,0,0.02,0.02,0,2022,23391888.622931004
800044335,GCP COLOMBIA S.A,SUPERSOCIEDADES,Bogotá - Cundinamarca,CUNDINAMARCA,COTA -CUNDINAMARCA,4669,COMERCIO,0.02,0,0.02,0.01,0.02,2022,42415171.254237995
800044402,INVERSIONES MEDICAS DE ANTIOQUIA S.A. CLINICA LAS VEGAS,SUPERSALUD,Antioquia,ANTIOQUIA,MEDELLIN-ANTIOQUIA,8610,SERVICIOS,0.16,0.01,0.16,0.1,0.06,2022,12390714.682238001
800044807,STEPAN COLOMBIA SAS,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,2011,MANUFACTURA,0.21,0,0.13,0.07,0.06,2022,42415171.254237995
800044906,PROMOTORA FUENTEPIEDRA S.A.S.,SUPERSOCIEDADES,Antioquia,ANTIOQUIA,MEDELLIN-ANTIOQUIA,4111,CONSTRUCCIÓN,0.04,0.03,0.05,0,0.05,2022,12390714.682238001
